"weight"|"lat"|"lon"|"Location"|Create Date|Closed Date|Due Date|CaseType|Case Number
1|29.67022767|-95.45025458|4318 NENANA, HOUSTON TX 77035|2018-07-09 08:39:46.983|2018-07-10 10:55:13.853|2018-07-13 08:39:46.000|Flooding|12267124-101003096464
1|29.67050474|-95.34451952|5219 NORTHRIDGE, HOUSTON TX 77033|2018-08-13 13:56:07.270|2018-08-13 13:58:14.193|2018-08-17 13:56:07.000|Flooding|101003142213
1|29.67062743|-95.33230957|5903 KENILWOOD, HOUSTON TX 77033|2018-02-10 08:28:05.800|2018-02-10 16:40:17.673|2018-02-14 08:28:05.000|Flooding|12220021-101002915171
1|29.67176685|-95.48287985|5603 VALKEITH, HOUSTON TX 77096|2018-11-01 13:52:45.430|2018-11-02 11:24:21.407|2018-11-05 13:52:45.000|Flooding|12304592-101003246131
1|29.67188061|-95.33695986|Intersection 5700 DOULTON DR&7700 MARTIN LUTHER KING BLVD|2018-10-31 19:33:51.263|2018-11-02 11:39:21.070|2018-11-04 19:33:51.000|Flooding|12304060-101003244741
1|29.67208098|-95.32780444|Intersection 6014 DOULTON DR&6000 WORTHAM WAY|2018-07-04 12:25:02.550|2018-07-04 19:50:10.123|2018-07-08 12:25:02.000|Flooding|12265384-101003091384
1|29.67214701|-95.27492932|7902 BELLFORT, HOUSTON TX 77061|2018-09-14 07:14:48.803|2018-09-17 14:49:33.720|2018-09-18 07:14:48.000|Flooding|12288968-101003185450
1|29.67282686|-95.48267377|Intersection 9900 ATWELL DR&5600 RUTHERGLENN DR|2018-07-04 12:56:01.750|2018-07-04 17:40:10.030|2018-07-08 12:56:01.000|Flooding|12265428-101003091434
1|29.6728862|-95.63578942|9706 BROADLEY, UNINCORPORATED TX 77498|2018-01-27 18:01:05.683|2018-01-29 06:05:07.630|2018-01-31 17:57:00.000|Flooding|12214534-101002898101
1|29.67305185|-95.41222378|Intersection 2000 W BELLFORT AVE&9000 KIRBY DR|2018-07-04 12:53:09.820|2018-07-04 19:35:09.643|2018-07-08 12:53:09.000|Flooding|12265425-101003091430
1|29.67386049|-95.30036174|Intersection 6200 CHAFFIN ST&7216 WESTOVER ST|2018-06-25 13:24:43.247|2018-06-26 14:05:04.720|2018-06-29 13:24:43.000|Flooding|12262456-101003080069
1|29.67396589|-95.27270347|7942 GLEN PRAIRIE, HOUSTON TX 77061|2018-02-06 16:38:20.277|2018-02-08 09:55:14.767|2018-02-10 16:38:20.000|Flooding|12218501-101002910664
1|29.67535896|-95.47960186|9711 BRAESMONT, HOUSTON TX 77096|2018-02-10 07:38:20.030|2018-02-14 15:45:19.193|2018-02-14 07:38:19.000|Flooding|12219981-101002915120
1|29.6755292|-95.35657244|4554 EDFIELD, HOUSTON TX 77051|2018-06-18 14:46:07.503|2018-06-19 13:20:08.823|2018-06-22 14:46:07.000|Flooding|12260269-101003071316
1|29.67604031|-95.33223229|5902 SOUTHSEAS, HOUSTON TX 77033|2018-07-04 20:11:21.557|2018-07-05 12:30:10.440|2018-07-08 20:11:21.000|Flooding|12265672-101003091803
1|29.67613642|-95.33068823|5930 SOUTHSEAS, HOUSTON TX 77033|2018-07-04 20:26:30.930|2018-07-05 14:10:10.620|2018-07-08 20:26:30.000|Flooding|12265677-101003091809
1|29.67667517|-95.23425364|5643 WOOD CREEK, HOUSTON TX 77017|2018-07-05 00:31:20.310|2018-07-05 11:05:10.400|2018-07-09 00:31:15.000|Flooding|12265716-101003091888
1|29.67704575|-95.45864857|Intersection 0 S LOOP FWY W&0 W LOOP FWY S&0 S POST OAK RD|2019-01-23 09:34:39.790|2019-01-23 14:11:53.150|2019-01-27 09:34:39.000|Flooding|12330920-101003348583
1|29.67728688|-95.37984356|3101 HOLMES, HOUSTON TX 77021|2018-12-13 07:18:49.560|2018-12-13 12:29:20.030|2018-12-17 07:17:00.000|Flooding|12317830-101003295230
1|29.67765352|-95.34366434|7342 KRUEGER, HOUSTON TX 77033|2018-07-05 10:56:43.097|2018-07-05 18:40:10.880|2018-07-09 10:56:42.000|Flooding|12265930-101003092494
1|29.68062797|-95.32900796|5958 SOUTHINGTON, HOUSTON TX 77033|2018-07-04 12:34:22.440|2018-07-04 19:55:09.190|2018-07-08 12:34:22.000|Flooding|12265403-101003091402
1|29.68084142|-95.39304342|Intersection 8554 ALMEDA RD&1200 S LOOP FWY W|2018-08-11 10:14:45.970|2018-08-13 12:39:53.577|2018-08-15 10:14:45.000|Flooding|12277880-101003140416
1|29.68088341|-95.32878102|Intersection 6800 CRESTMONT ST&5900 SOUTHINGTON ST|2018-07-04 13:25:39.460|2018-07-05 08:45:10.373|2018-07-08 13:25:39.000|Flooding|12265451-101003091469
1|29.68112692|-95.33024769|5930 SOUTHVILLE, HOUSTON TX 77033|2018-07-04 11:57:18.350|2018-07-04 16:45:09.433|2018-07-08 11:57:18.000|Flooding|12265329-101003091314
1|29.68143289|-95.3311346|5915 SOUTHVILLE, HOUSTON TX 77033|2018-07-04 11:39:12.790|2018-07-04 15:25:09.827|2018-07-08 11:39:12.000|Flooding|12265307-101003091283
1|29.68440593|-95.44168571|4017 NEWSHIRE, HOUSTON TX 77025|2018-05-21 19:30:53.713|2018-05-22 12:40:08.790|2018-05-25 19:30:53.000|Flooding|12252618-101003038160
1|29.68607488|-95.32531134|6034 SOUTHLEA, HOUSTON TX 77033|2018-07-04 11:18:23.547|2018-07-04 15:30:09.700|2018-07-08 11:18:23.000|Flooding|12265275-101003091242
1|29.68657906|-95.29231905|7514 KINGSLEY, HOUSTON TX 77087|2018-07-10 08:28:56.877|2018-07-11 15:10:15.517|2018-07-14 08:28:56.000|Flooding|12267573-101003098135
1|29.68678481|-95.50874333|Intersection 7200 BISSONNET ST&8700 FONDREN RD|2018-07-04 11:59:05.403|2018-07-05 14:10:10.133|2018-07-08 11:59:05.000|Flooding|12265330-101003091316
1|29.68942716|-95.48102445|5426 BEECHNUT, HOUSTON TX 77096|2018-07-05 21:05:58.597|2018-07-06 09:55:10.947|2018-07-09 21:05:58.000|Flooding|12266274-101003093643
1|29.68955725|-95.45688515|4660 BEECHNUT, HOUSTON TX 77025|2018-11-08 15:11:46.647|2018-11-14 08:44:19.953|2018-11-12 15:11:46.000|Flooding|12307341-101003255947
1|29.69175168|-95.24031295|902 EVONNE, HOUSTON TX 77017|2018-09-11 08:05:59.570|2018-09-12 09:29:35.193|2018-09-15 08:05:59.000|Flooding|12287728-101003180524
1|29.69284976|-95.27388224|8219 GRAFTON, HOUSTON TX 77017|2019-01-02 19:38:21.583|2019-01-03 09:37:16.433|2019-01-06 19:38:21.000|Flooding|12323959-101003320925
1|29.69404025|-95.53712475|Intersection 7700 S GESSNER RD&8700 HENDON LN|2018-11-10 07:34:08.483|2018-11-10 07:54:20.760|2018-11-14 07:34:08.000|Flooding|12307788-101003257863
1|29.69471652|-95.29522208|7310 S LOOP E, HOUSTON TX 77087|2018-11-02 01:14:05.100|2018-11-05 08:09:20.717|2018-11-06 01:14:04.000|Flooding|12304832-101003246921
1|29.69637735|-95.34469559|4626 KINGSBURY, HOUSTON TX 77021|2018-09-12 02:04:37.367|2018-09-12 09:34:34.990|2018-09-16 02:04:37.000|Flooding|12288078-101003182034
1|29.69674866|-95.575287|Intersection 7500 BOONE RD&11200 CARVEL LN|2018-07-31 15:40:56.353|2018-08-01 11:05:13.443|2018-08-04 15:40:56.000|Flooding|12274479-101003126766
1|29.69700508|-95.37358787|3322 YELLOWSTONE, HOUSTON TX 77021|2018-11-01 13:05:40.480|2018-11-02 11:19:21.343|2018-11-05 13:05:40.000|Flooding|12304556-101003246001
1|29.69761091|-95.39302836|Intersection 7400 CAMBRIDGE ST&2000 OLD SPANISH TRL|2018-07-05 19:45:35.023|2018-07-06 12:55:12.123|2018-07-09 19:45:34.000|Flooding|12266259-101003093600
1|29.70283962|-95.31807148|3714 LAPAS, HOUSTON TX 77023|2018-07-13 12:28:36.413|2018-07-13 13:15:15.370|2018-07-17 12:28:36.000|Flooding|12269079-101003103953
1|29.70313723|-95.39312306|7017 STAFFORDSHIRE, HOUSTON TX 77030|2018-08-21 22:03:43.110|2018-08-22 09:44:59.447|2018-08-25 22:03:43.000|Flooding|12281288-101003154082
1|29.70320501|-95.41172022|Intersection 7200 GREENBRIAR DR&2300 MARONEAL ST|2018-03-29 10:55:11.403|2018-04-05 08:55:05.313|2018-04-02 10:55:11.000|Flooding|12237385-101002971070
1|29.70499799|-95.53797924|Intersection 8700 BELLAIRE BLVD&6900 S GESSNER RD|2018-07-04 12:00:50.277|2018-07-05 09:20:10.947|2018-07-08 12:00:50.000|Flooding|12265331-101003091317
1|29.70601257|-95.4049074|1002 HOLCOMBE, HOUSTON TX 77030|2018-09-22 10:02:34.667|2018-09-24 10:19:28.587|2018-09-26 10:02:34.000|Flooding|12291723-101003195785
1|29.7062301|-95.40301521|Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD|2018-10-31 16:39:13.057|2018-11-01 07:54:21.000|2018-11-04 16:34:00.000|Flooding|12303967-101003244556
1|29.7062301|-95.40301521|Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD|2018-11-01 03:51:47.220|2018-11-02 11:54:21.137|2018-11-05 03:51:47.000|Flooding|12304157-101003244971
1|29.7062301|-95.40301521|Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD|2018-12-07 15:07:57.950|2018-12-07 15:34:19.210|2018-12-11 15:07:00.000|Flooding|12316039-101003288358
1|29.70624538|-95.40506738|Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MA|2018-10-15 17:04:56.980|2018-10-16 07:39:21.297|2018-10-19 17:04:00.000|Flooding|12298954-101003224209
1|29.70652765|-95.36733254|Intersection 3400 CHARLESTON ST&6050 DEL RIO ST|2018-12-13 09:25:13.983|2018-12-13 12:34:20.087|2018-12-17 09:25:13.000|Flooding|12317902-101003295527
1|29.70927305|-95.41366681|2321 SOUTHGATE, HOUSTON TX 77030|2018-12-15 13:42:56.180|2018-12-17 09:29:19.820|2018-12-19 13:42:56.000|Flooding|12318732-101003299026
